"name","overallRating","responseRate","responseTime","revBased","numProierties","url","location","pID"
"Beaver Village Unit #1113R","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-condo-rentals/p2123498/","Beaver Village Unit #1113R            Winter Park, Colorado","p2123498"
"Brown on Rangeley","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p11963/","Brown on Rangeley            Rangeley, Maine","p11963"
"Beaver Village Unit #1824R","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-condo-rentals/p2123531/","Beaver Village Unit #1824R            Winter Park, Colorado","p2123531"
"Steiman","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p11937/","Steiman            Rangeley, Maine","p11937"
"Three Sons","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17303/","Three Sons            Duck, North Carolina","p17303"
"Meadow Ridge Court 9 Unit 4","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/fraser-condo-rentals/p98847/","Meadow Ridge Court 9 Unit 4            Fraser, Colorado","p98847"
"Hi Country Haus Unit 1802","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-condo-rentals/p98879/","Hi Country Haus Unit 1802            Winter Park, Colorado","p98879"
"Hi Country Haus Unit 1908","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-condo-rentals/p98888/","Hi Country Haus Unit 1908            Winter Park, Colorado","p98888"
"Meadow Ridge Court 28 Unit 4","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/fraser-condo-rentals/p98916/","Meadow Ridge Court 28 Unit 4            Fraser, Colorado","p98916"
"Suter Chalet","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/fraser-vacation-rentals/p2428672/","Suter Chalet            Fraser, Colorado","p2428672"
"Dooley","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p11943/","Dooley            Rangeley, Maine","p11943"
"Reid","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p214815/","Reid            Rangeley, Maine","p214815"
"Hideaway Village Waldorf 5","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-vacation-rentals/p98976/","Hideaway Village Waldorf 5            Winter Park, Colorado","p98976"
"All Seasons","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p254230/","All Seasons            Nags Head, North Carolina","p254230"
"Fancy That","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/kill-devil-hills-vacation-rentals/p602849/","Fancy That            Kill Devil Hills, North Carolina","p602849"
"Daisy May","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p630738/","Daisy May            Corolla, North Carolina","p630738"
"Loon Lake Retreat","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p599664/","Loon Lake Retreat            Rangeley, Maine","p599664"
"Slam Dunk","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p17324/","Slam Dunk            Corolla, North Carolina","p17324"
"Beaver Village Unit #1114","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-condo-rentals/p2123500/","Beaver Village Unit #1114            Winter Park, Colorado","p2123500"
"Potter","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p11966/","Potter            Rangeley, Maine","p11966"
"Ark","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p11906/","Ark            Rangeley, Maine","p11906"
"Dreamweaver","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p17407/","Dreamweaver            Corolla, North Carolina","p17407"
"Lodges #08","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p111791/","Lodges #08            Rangeley, Maine","p111791"
"Hi Country Haus Unit 2201","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-condo-rentals/p98901/","Hi Country Haus Unit 2201            Winter Park, Colorado","p98901"
"Southern Paws","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p148089/","Southern Paws            Corolla, North Carolina","p148089"
"A Starry Night","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p11909/","A Starry Night            Rangeley, Maine","p11909"
"Summer-Set","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p250217/","Summer-Set            Corolla, North Carolina","p250217"
"Hideaway Village Ladora 3","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-vacation-rentals/p98958/","Hideaway Village Ladora 3            Winter Park, Colorado","p98958"
"Sentimental Journey","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17327/","Sentimental Journey            Duck, North Carolina","p17327"
"Stone","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p11954/","Stone            Rangeley, Maine","p11954"
"The Fishing Hole","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/southern-shores-vacation-rentals/p2362224/","The Fishing Hole            Southern Shores, North Carolina","p2362224"
"Hi Country Haus Unit 2003","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-condo-rentals/p98893/","Hi Country Haus Unit 2003            Winter Park, Colorado","p98893"
"SBLL 31","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p11905/","SBLL 31            Rangeley, Maine","p11905"
"Beaver Village Unit #1033","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-condo-rentals/p2402285/","Beaver Village Unit #1033            Winter Park, Colorado","p2402285"
"Mooseluck","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p11843/","Mooseluck            Rangeley, Maine","p11843"
"Connaughton","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p11890/","Connaughton            Rangeley, Maine","p11890"
"Boyd","4.5 / 5.0","95%","Within a day","374","116","https://www.flipkey.com/rangeley-vacation-rentals/p11896/","Boyd            Rangeley, Maine","p11896"
"Hi Country Haus Unit 2007","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-condo-rentals/p98894/","Hi Country Haus Unit 2007            Winter Park, Colorado","p98894"
"Beaver Village Unit #0834","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/winter-park-condo-rentals/p2123488/","Beaver Village Unit #0834            Winter Park, Colorado","p2123488"
"Meadow Ridge Court 8 Unit 6","4.0 / 5.0","15%","Within a day","152","216","https://www.flipkey.com/fraser-condo-rentals/p98837/","Meadow Ridge Court 8 Unit 6            Fraser, Colorado","p98837"
"Tropical Dream","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p66789/","Tropical Dream            Corolla, North Carolina","p66789"
"Lagniappe","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p17373/","Lagniappe            Corolla, North Carolina","p17373"
"Carolina Keys","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p1065349/","Carolina Keys            Corolla, North Carolina","p1065349"
"Double Dip Beach House","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p146856/","Double Dip Beach House            Nags Head, North Carolina","p146856"
"Daze Off","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p17412/","Daze Off            Corolla, North Carolina","p17412"
"Tornquist","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17302/","Tornquist            Duck, North Carolina","p17302"
"Ocean Oasis","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p66792/","Ocean Oasis            Nags Head, North Carolina","p66792"
"Gentle Winds","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p17396/","Gentle Winds            Corolla, North Carolina","p17396"
"Sand Palace OBX","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17339/","Sand Palace OBX            Duck, North Carolina","p17339"
"Sea Song II","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p66795/","Sea Song II            Nags Head, North Carolina","p66795"
"Avalon","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17435/","Avalon            Duck, North Carolina","p17435"
"Wine Down","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p17295/","Wine Down            Corolla, North Carolina","p17295"
"Tide Watcher","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/kill-devil-hills-vacation-rentals/p2362210/","Tide Watcher            Kill Devil Hills, North Carolina","p2362210"
"It's A Shore Thing","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p17381/","It's A Shore Thing            Corolla, North Carolina","p17381"
"Happy Days","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/southern-shores-vacation-rentals/p353249/","Happy Days            Southern Shores, North Carolina","p353249"
"Albion","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p437559/","Albion            Corolla, North Carolina","p437559"
"Sea Fox","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17335/","Sea Fox            Duck, North Carolina","p17335"
"Miller","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17366/","Miller            Duck, North Carolina","p17366"
"Duckaway Home","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17404/","Duckaway Home            Duck, North Carolina","p17404"
"Heaven Sent","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p17387/","Heaven Sent            Nags Head, North Carolina","p17387"
"Good Day Sunshine","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17395/","Good Day Sunshine            Duck, North Carolina","p17395"
"Kestrel's Perch","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17375/","Kestrel's Perch            Duck, North Carolina","p17375"
"Sunset on The Half Shell","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17310/","Sunset on The Half Shell            Duck, North Carolina","p17310"
"Schooner Rather Than Later","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p1594854/","Schooner Rather Than Later            Duck, North Carolina","p1594854"
"White Porpoise","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p1065366/","White Porpoise            Corolla, North Carolina","p1065366"
"A Latitude Attitude","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/kill-devil-hills-vacation-rentals/p1594791/","A Latitude Attitude            Kill Devil Hills, North Carolina","p1594791"
"The Lodge","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p437564/","The Lodge            Nags Head, North Carolina","p437564"
"Sunshine 4 Ever","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p1065383/","Sunshine 4 Ever            Nags Head, North Carolina","p1065383"
"Villa Al Mare","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p1065364/","Villa Al Mare            Duck, North Carolina","p1065364"
"It's All Good","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/kill-devil-hills-vacation-rentals/p1594831/","It's All Good            Kill Devil Hills, North Carolina","p1594831"
"Bama Breeze","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/kitty-hawk-vacation-rentals/p1065353/","Bama Breeze            Kitty Hawk, North Carolina","p1065353"
"Gone to Carolina","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p66780/","Gone to Carolina            Duck, North Carolina","p66780"
"Casa Blanca","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p1065369/","Casa Blanca            Nags Head, North Carolina","p1065369"
"A Hidden Gem","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/southern-shores-vacation-rentals/p437566/","A Hidden Gem            Southern Shores, North Carolina","p437566"
"Keg's (formerly Four Seasons)","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p375362/","Keg's (formerly Four Seasons)            Nags Head, North Carolina","p375362"
"Outer Banks Station","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/duck-vacation-rentals/p17353/","Outer Banks Station            Duck, North Carolina","p17353"
"Relax-N-Joy","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/southern-shores-vacation-rentals/p617103/","Relax-N-Joy            Southern Shores, North Carolina","p617103"
"Sandfiddler","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p1065380/","Sandfiddler            Nags Head, North Carolina","p1065380"
"Gamefish Junction","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p2298895/","Gamefish Junction            Nags Head, North Carolina","p2298895"
"Summer Place","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/southern-shores-vacation-rentals/p1594860/","Summer Place            Southern Shores, North Carolina","p1594860"
"Nirvana East","4.2 / 5.0","n/a","n/a","6,781","590","https://www.flipkey.com/emerald-isle-vacation-rentals/p1509075/","Nirvana East            Emerald Isle, North Carolina","p1509075"
"Pluggers Too","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p264543/","Pluggers Too            Nags Head, North Carolina","p264543"
"Footloose","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/nags-head-vacation-rentals/p2020178/","Footloose            Nags Head, North Carolina","p2020178"
"Going Coastal","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/kitty-hawk-vacation-rentals/p1065350/","Going Coastal            Kitty Hawk, North Carolina","p1065350"
"Beach Break","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/kill-devil-hills-vacation-rentals/p258231/","Beach Break            Kill Devil Hills, North Carolina","p258231"
"Downtime","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/corolla-vacation-rentals/p1594887/","Downtime            Corolla, North Carolina","p1594887"
"Guaranteed Fun","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/kitty-hawk-vacation-rentals/p250213/","Guaranteed Fun            Kitty Hawk, North Carolina","p250213"
"By The Sea","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/kill-devil-hills-vacation-rentals/p602850/","By The Sea            Kill Devil Hills, North Carolina","p602850"
"The Haven","4.2 / 5.0","n/a","n/a","1,872","285","https://www.flipkey.com/kitty-hawk-vacation-rentals/p340280/","The Haven            Kitty Hawk, North Carolina","p340280"
